;day;hour;minute;fail_fee;amount;3D_secured;enc_PSP;enc_card;enc_weekday;current_number_of_try
19225;22;19;34;0,5;91;0;2;1;5;3
10503;11;14;20;1,0;316;0;3;2;0;1
12306;14;3;54;1,0;93;0;3;1;1;3
27810;2;10;52;1,0;256;1;3;0;2;3
20536;24;9;42;1,0;266;1;3;2;4;1
15906;18;10;35;2,0;175;0;1;2;0;1
11944;13;14;22;0,5;157;0;2;0;3;1
39105;14;14;15;1,0;275;1;3;1;4;1
17611;20;21;22;0,5;177;0;2;2;3;1
276;1;5;17;2,0;175;0;1;2;5;3
12413;14;7;20;1,0;344;1;3;1;1;1
26943;1;14;45;2,0;136;0;1;0;0;2
22313;26;22;20;2,0;51;0;1;0;2;2
19337;22;22;33;2,0;200;0;1;0;5;1
36674;11;21;51;5,0;252;0;0;1;1;1
21162;25;4;40;2,0;143;0;1;0;0;1
5845;6;13;19;1,0;237;0;3;0;3;3
36188;11;9;57;0,5;194;1;2;1;1;4
27103;1;18;9;5,0;322;0;0;2;0;4
33905;8;10;53;0,5;241;0;2;1;0;3
24566;29;21;35;1,0;258;1;3;2;5;1
26910;1;13;56;2,0;337;0;1;0;0;1
24045;29;7;33;2,0;316;0;1;1;5;1
25518;31;1;22;5,0;363;1;0;1;4;1
46092;23;14;37;0,5;253;0;2;1;2;4
2490;3;1;52;0,5;345;1;2;0;4;1
21826;26;4;14;2,0;113;0;1;1;2;1
40510;16;9;21;1,0;121;0;3;1;2;3
14482;16;15;6;1,0;141;0;3;2;6;3
45895;23;8;18;2,0;135;1;1;2;2;3
36703;11;22;34;1,0;163;0;3;1;1;2
15072;17;7;27;0,5;230;0;2;2;4;1
2384;2;23;33;2,0;49;0;1;1;6;3
8016;8;20;29;2,0;172;0;1;0;5;1
39852;15;13;31;1,0;192;1;3;0;0;4
16499;19;5;17;1,0;290;0;3;1;2;1
34631;9;7;38;1,0;130;0;3;2;2;1
19503;23;3;46;2,0;80;0;1;1;6;1
33132;7;15;29;1,0;85;0;3;1;4;2
41862;18;6;57;1,0;232;0;3;1;1;3
28398;2;23;28;1,0;167;0;3;1;2;3
47079;25;3;19;1,0;296;0;3;1;1;5
46891;24;20;49;2,0;224;0;1;1;3;1
18354;21;18;52;1,0;133;0;3;0;1;2
21083;25;2;18;1,0;103;0;3;1;0;2
28753;3;9;32;1,0;170;0;3;0;3;2
3802;4;6;21;1,0;268;0;3;1;0;4
30386;4;23;14;2,0;247;0;1;2;1;1
36304;11;12;27;1,0;259;0;3;0;1;4
36593;11;19;42;1,0;315;0;3;0;1;4
39410;14;23;20;1,0;194;0;3;2;4;1
48867;27;4;54;1,0;14;0;3;2;6;2
12991;14;22;53;1,0;329;0;3;2;1;2
20878;24;20;29;1,0;182;0;3;0;4;3
47091;25;3;36;1,0;99;0;3;0;1;1
13527;15;11;53;1,0;227;1;3;2;5;1
28064;2;16;14;5,0;177;0;0;2;2;1
7269;8;3;11;2,0;291;0;1;0;5;1
38115;13;9;59;2,0;40;0;1;0;6;1
40697;16;15;2;1,0;271;0;3;0;2;2
12982;14;22;34;0,5;223;1;2;1;1;1
7166;8;0;34;0,5;141;0;2;1;5;2
12869;14;19;50;0,5;204;1;2;1;1;4
29535;4;4;41;1,0;429;0;3;0;1;2
38635;14;0;15;1,0;297;0;3;1;4;2
37529;12;19;32;0,5;297;1;2;1;5;5
882;1;16;52;1,0;317;1;3;1;5;1
32272;6;18;44;1,0;349;0;3;1;6;2
13893;15;22;5;2,0;83;0;1;2;5;1
29689;4;7;59;2,0;193;0;1;1;1;1
557;1;10;40;0,5;399;0;2;1;5;1
1960;2;15;3;1,0;280;1;3;1;6;1
46099;23;14;56;1,0;146;1;3;0;2;1
1207;1;23;0;5,0;419;0;0;2;5;2
25552;31;2;39;1,0;306;0;3;2;4;4
7684;8;12;54;1,0;254;0;3;2;5;3
16859;19;16;57;0,5;321;1;2;0;2;5
26086;31;18;37;0,5;169;0;2;0;4;1
44789;21;18;59;2,0;109;1;1;1;4;4
28308;2;21;40;0,5;258;0;2;1;2;1
10485;11;13;46;5,0;294;0;0;1;0;1
19595;23;6;25;0,5;230;1;2;1;6;1
3630;4;2;21;1,0;58;1;3;2;0;1
1708;2;9;54;1,0;164;1;3;1;6;1
26421;1;3;20;2,0;176;0;1;1;0;2
24842;30;5;1;0,5;244;0;2;1;6;2
1140;1;21;42;1,0;276;1;3;1;5;2
38975;14;9;52;0,5;341;0;2;2;4;2
10238;11;6;22;0,5;151;0;2;1;0;1
26485;1;4;46;1,0;199;0;3;2;0;1
43171;19;20;19;2,0;135;0;1;0;5;2
35428;10;10;34;1,0;201;0;3;2;3;3
25232;30;16;53;0,5;259;1;2;2;6;1
14852;17;1;8;1,0;266;1;3;1;4;2
1307;2;1;20;0,5;59;0;2;2;6;1
18951;22;11;25;0,5;163;0;2;2;5;1
12452;14;8;30;2,0;172;0;1;1;1;1
19218;22;19;28;2,0;310;0;1;2;5;3
39673;15;8;8;1,0;299;0;3;0;0;2
44695;21;15;53;0,5;345;0;2;2;4;2
9429;10;9;51;1,0;111;0;3;0;4;1
34919;9;16;40;1,0;111;0;3;1;2;1
20219;24;0;2;1,0;153;0;3;0;4;2
19554;23;5;22;2,0;138;1;1;1;6;3
47971;26;4;38;2,0;124;0;1;2;5;1
13283;15;6;1;1,0;184;1;3;1;5;1
26762;1;11;10;0,5;200;0;2;1;0;1
37772;13;1;40;0,5;306;0;2;1;6;2
15996;18;13;12;1,0;223;0;3;1;0;1
25879;31;12;10;0,5;202;0;2;1;4;3
30654;5;5;14;1,0;205;0;3;2;5;1
34395;9;0;9;0,5;327;0;2;1;2;2
19840;23;13;27;1,0;64;0;3;2;6;1
9714;10;17;27;1,0;295;0;3;1;4;1
358;1;7;16;0,5;255;0;2;2;5;1
138;1;2;30;2,0;109;0;1;1;5;1
8491;9;8;51;1,0;251;1;3;2;6;1
26132;31;19;53;5,0;136;0;0;2;4;1
16766;19;13;49;2,0;202;1;1;1;2;1
43949;20;19;8;2,0;446;0;1;1;6;3
340;1;6;54;0,5;350;0;2;1;5;1
4857;5;8;4;0,5;197;0;2;1;2;1
9569;10;13;32;1,0;87;0;3;1;4;1
46633;24;9;59;1,0;32;0;3;1;3;2
10582;11;16;30;1,0;256;0;3;1;0;3
5498;6;2;19;5,0;253;0;0;0;3;1
21300;25;9;26;0,5;247;0;2;1;0;1
8556;9;10;26;1,0;282;0;3;0;6;2
10913;12;2;6;0,5;146;0;2;2;2;2
1932;2;14;20;1,0;169;0;3;1;6;2
2352;2;23;9;1,0;164;1;3;1;6;4
15848;18;8;35;2,0;149;0;1;2;0;2
3236;3;17;57;1,0;25;0;3;0;4;2
27716;2;8;7;0,5;217;1;2;2;2;1
45123;22;6;9;1,0;87;1;3;1;0;1
42261;18;17;59;1,0;215;1;3;2;1;1
39919;15;15;21;2,0;371;0;1;1;0;3
36575;11;19;20;0,5;154;0;2;2;1;6
34704;9;9;47;1,0;16;0;3;1;2;2
5619;6;6;45;1,0;168;1;3;1;3;1
14973;17;4;10;0,5;125;0;2;0;4;2
20538;24;9;49;0,5;339;0;2;0;4;1
25372;30;21;8;0,5;193;0;2;1;6;2
18800;22;7;0;0,5;310;0;2;2;5;2
6344;7;4;32;1,0;56;0;3;1;1;1
6139;6;23;22;0,5;194;0;2;2;3;1
785;1;14;58;1,0;433;0;3;1;5;2
30403;4;23;39;1,0;112;0;3;1;1;1
23173;28;6;29;1,0;184;0;3;2;1;1
27734;2;8;38;0,5;385;0;2;2;2;2
31778;6;7;4;2,0;45;0;1;1;6;2
8036;8;20;58;1,0;326;1;3;1;5;2
8315;9;4;4;1,0;258;0;3;1;6;2
6313;7;3;47;1,0;376;0;3;1;1;6
22052;26;12;35;0,5;272;0;2;1;2;2
18556;22;0;1;2,0;200;0;1;1;5;1
2169;2;19;31;1,0;163;1;3;1;6;1
14138;16;5;31;1,0;214;1;3;2;6;1
18693;22;4;22;2,0;100;1;1;0;5;1
26417;1;3;17;1,0;267;0;3;1;0;2
11826;13;9;58;0,5;321;0;2;0;3;2
25833;31;10;48;5,0;334;0;0;1;4;1
6591;7;10;50;1,0;274;0;3;2;1;1
37226;12;12;9;1,0;191;0;3;0;5;5
7597;8;10;49;2,0;307;0;1;1;5;1
42138;18;14;44;2,0;131;0;1;1;1;1
24323;29;15;7;2,0;212;1;1;0;5;1
4652;5;2;28;0,5;100;0;2;2;2;1
28226;2;19;54;0,5;175;1;2;0;2;2
33210;7;17;26;1,0;219;0;3;1;4;2
19799;23;12;4;2,0;301;0;1;1;6;1
42359;18;20;59;0,5;158;1;2;1;1;3
7069;7;22;1;1,0;162;1;3;0;1;1
48210;26;10;42;0,5;255;0;2;2;5;1
42417;18;22;41;2,0;377;0;1;1;1;1
47419;25;12;27;1,0;171;0;3;2;1;1
5744;6;10;20;1,0;209;0;3;1;3;4
17438;20;13;24;0,5;381;0;2;1;3;1
29504;4;4;3;0,5;273;0;2;1;1;1
26039;31;17;5;0,5;294;0;2;1;4;3
11951;13;14;39;0,5;250;1;2;0;3;1
929;1;17;37;1,0;256;0;3;1;5;3
49287;27;17;14;1,0;157;0;3;1;6;1
22852;27;19;46;1,0;377;0;3;1;3;4
8767;9;15;50;1,0;256;1;3;0;6;1
11120;12;8;1;2,0;124;0;1;2;2;1
28797;3;10;35;2,0;8;1;1;1;3;2
11738;13;6;35;5,0;361;0;0;0;3;1
46558;24;7;8;0,5;190;0;2;1;3;1
44014;20;20;58;0,5;184;0;2;1;6;1
2011;2;16;2;2,0;108;1;1;0;6;1
17297;20;8;13;0,5;205;1;2;0;3;1
40379;16;4;58;1,0;396;0;3;1;2;2
47200;25;6;42;1,0;176;0;3;0;1;3
44179;21;1;17;2,0;244;0;1;0;4;1
18990;22;12;54;0,5;211;0;2;2;5;2
27840;2;11;46;1,0;189;0;3;1;2;4
21312;25;9;42;2,0;198;0;1;0;0;1
26167;31;21;2;1,0;158;0;3;2;4;1
39332;14;20;52;1,0;168;0;3;2;4;1
49755;28;6;46;1,0;157;0;3;1;4;1
16390;19;1;29;1,0;56;0;3;1;2;1
11172;12;9;29;1,0;251;1;3;0;2;1
40603;16;12;23;0,5;133;0;2;1;2;2
22967;28;0;14;1,0;267;0;3;1;1;1
36129;11;8;33;0,5;104;0;2;1;1;2
45734;23;2;48;1,0;167;0;3;2;2;1
42903;19;12;20;1,0;217;0;3;2;5;1
49531;28;0;14;2,0;134;0;1;2;4;2
18019;21;9;31;0,5;284;1;2;1;1;1
1141;1;21;42;2,0;276;1;1;1;5;3
10233;11;6;19;1,0;340;0;3;2;0;1
15434;17;18;5;1,0;308;0;3;1;4;1
16743;19;13;0;0,5;108;0;2;0;2;1
3134;3;15;48;0,5;357;0;2;1;4;1
39758;15;10;38;1,0;173;0;3;0;0;2
48044;26;6;33;1,0;84;0;3;1;5;1
18626;22;2;25;0,5;186;0;2;0;5;1
17858;21;5;9;1,0;168;0;3;1;1;2
34591;9;6;7;2,0;270;0;1;2;2;2
42849;19;10;51;5,0;226;0;0;2;5;1
28011;2;15;8;5,0;253;0;0;0;2;5
36027;11;6;4;1,0;298;1;3;1;1;3
10213;11;5;46;1,0;196;0;3;1;0;1
36788;12;0;38;2,0;358;0;1;1;5;1
48938;27;6;50;1,0;119;0;3;0;6;1
24950;30;8;29;5,0;227;1;0;2;6;1
36268;11;11;38;1,0;83;0;3;1;1;2
35426;10;10;33;1,0;201;0;3;2;3;1
17514;20;16;56;0,5;254;0;2;2;3;1
13749;15;18;9;2,0;175;0;1;1;5;1
10516;11;14;41;1,0;190;0;3;1;0;2
34587;9;5;58;0,5;81;0;2;2;2;3
7461;8;7;51;5,0;227;0;0;1;5;1
38392;13;17;14;0,5;42;1;2;2;6;1
47895;26;2;10;1,0;65;0;3;0;5;1
39832;15;13;12;0,5;373;0;2;0;0;1
9342;10;7;33;1,0;57;0;3;2;4;3
12336;14;5;7;1,0;257;1;3;1;1;3
37437;12;17;40;1,0;339;0;3;1;5;1
9428;10;9;49;2,0;244;0;1;2;4;2
38244;13;13;26;1,0;224;0;3;2;6;2
48772;27;1;45;2,0;110;0;1;1;6;1
1998;2;15;42;1,0;183;0;3;1;6;8
24364;29;16;19;1,0;310;1;3;1;5;1
34624;9;7;12;1,0;74;0;3;1;2;1
2282;2;21;34;2,0;341;0;1;0;6;1
28939;3;14;1;5,0;67;0;0;0;3;2
28669;3;6;53;1,0;233;1;3;1;3;1
13392;15;8;45;0,5;251;0;2;1;5;1
22785;27;16;45;5,0;29;0;0;1;3;1
6439;7;6;53;0,5;162;1;2;1;1;1
27997;2;14;57;1,0;79;0;3;0;2;6
6031;6;19;46;1,0;84;0;3;1;3;1
33154;7;16;8;0,5;73;0;2;0;4;1
30373;4;22;54;2,0;365;0;1;2;1;2
34396;9;0;10;1,0;22;0;3;1;2;1
11777;13;7;43;1,0;241;1;3;1;3;3
19539;23;5;4;2,0;76;0;1;1;6;2
17154;20;3;20;1,0;65;0;3;2;3;1
46619;24;9;43;5,0;128;0;0;1;3;2
40486;16;8;41;0,5;324;1;2;2;2;1
40312;16;2;35;1,0;46;0;3;2;2;2
11381;12;16;30;0,5;107;1;2;1;2;1
4658;5;2;48;1,0;252;0;3;1;2;1
12497;14;9;29;1,0;246;0;3;1;1;1
9101;10;0;38;1,0;230;0;3;1;4;1
10058;11;1;35;0,5;234;0;2;1;0;1
34610;9;6;34;0,5;300;1;2;1;2;3
20584;24;11;19;1,0;226;0;3;0;4;2
36636;11;20;57;0,5;65;0;2;1;1;1
37822;13;2;50;1,0;224;0;3;1;6;2
5889;6;15;4;0,5;251;0;2;0;3;1
14376;16;12;27;2,0;233;0;1;1;6;1
19086;22;15;42;1,0;86;0;3;2;5;1
24306;29;14;43;2,0;224;0;1;1;5;1
49110;27;12;8;2,0;124;0;1;1;6;1
16715;19;12;11;2,0;61;0;1;1;2;1
36576;11;19;22;1,0;210;0;3;0;1;1
29808;4;10;45;1,0;257;0;3;2;1;3
47886;26;1;58;0,5;288;0;2;1;5;4
33703;8;5;19;0,5;346;0;2;1;0;1
10651;11;18;53;5,0;170;1;0;1;0;3
34542;9;4;35;1,0;272;1;3;0;2;2
32402;6;21;42;5,0;148;0;0;2;6;1
16977;19;20;43;1,0;27;0;3;1;2;4
24995;30;10;6;1,0;218;0;3;1;6;1
3744;4;5;15;1,0;228;0;3;1;0;2
17373;20;10;51;2,0;50;0;1;1;3;2
38211;13;12;46;1,0;307;0;3;1;6;1
48145;26;9;8;0,5;304;0;2;2;5;4
46737;24;14;29;2,0;233;1;1;1;3;1
23377;28;12;25;1,0;43;0;3;1;1;1
1875;2;13;15;2,0;294;0;1;1;6;1
22190;26;17;55;0,5;360;0;2;1;2;1
3760;4;5;36;2,0;143;1;1;1;0;4
48678;26;23;19;1,0;232;0;3;1;5;2
35820;11;0;31;1,0;167;0;3;1;1;2
13654;15;15;42;5,0;202;0;0;2;5;1
13146;15;2;51;1,0;116;0;3;1;5;1
37383;12;16;18;1,0;156;0;3;1;5;2
15812;18;7;22;1,0;226;1;3;1;0;1
3321;3;19;23;0,5;252;0;2;1;4;1
47977;26;4;40;1,0;124;0;3;2;5;7
22432;27;2;22;0,5;281;1;2;1;3;1
3311;3;19;13;1,0;73;0;3;2;4;1
48621;26;21;55;2,0;267;0;1;1;5;4
44299;21;4;17;0,5;273;0;2;1;4;1
47467;25;14;13;5,0;66;0;0;0;1;1
12743;14;16;33;1,0;288;0;3;2;1;3
45639;22;23;22;0,5;216;0;2;1;0;1
44363;21;5;57;1,0;237;1;3;1;4;1
8210;9;1;12;0,5;206;1;2;1;6;5
44199;21;1;47;1,0;56;1;3;0;4;1
17740;21;1;41;1,0;180;0;3;0;1;9
21386;25;12;15;1,0;88;1;3;1;0;2
16018;18;13;44;1,0;326;0;3;1;0;1
34285;8;20;55;1,0;267;0;3;0;0;2
15114;17;8;35;2,0;37;1;1;2;4;3
22207;26;18;36;1,0;271;0;3;1;2;1
4492;4;22;37;2,0;171;0;1;1;0;4
22054;26;12;44;2,0;134;1;1;0;2;1
3112;3;15;23;1,0;82;0;3;1;4;1
44602;21;13;4;0,5;172;0;2;1;4;2
35634;10;17;40;1,0;202;0;3;1;3;2
33623;8;3;33;1,0;310;0;3;2;0;2
48283;26;12;13;1,0;237;0;3;0;5;2
4912;5;9;25;1,0;332;1;3;1;2;2
46628;24;9;49;1,0;339;0;3;2;3;6
5463;6;1;17;1,0;105;1;3;0;3;5
22760;27;15;54;0,5;358;0;2;1;3;1
27005;1;16;6;1,0;439;1;3;0;0;4
5482;6;1;55;2,0;193;0;1;2;3;1
31337;5;20;37;1,0;175;0;3;1;5;1
12605;14;12;39;0,5;271;1;2;1;1;2
48143;26;9;6;1,0;304;0;3;2;5;2
3828;4;6;56;2,0;113;0;1;2;0;1
16724;19;12;23;1,0;199;1;3;2;2;2
30502;5;2;6;0,5;310;0;2;1;5;4
37465;12;18;11;0,5;205;0;2;1;5;1
37755;13;1;16;1,0;245;0;3;2;6;2
29075;3;17;24;2,0;305;1;1;1;3;1
37418;12;17;18;1,0;135;0;3;1;5;1
17543;20;18;10;0,5;144;0;2;0;3;2
17709;21;1;6;1,0;95;1;3;1;1;1
43056;19;16;28;1,0;326;1;3;0;5;2
21180;25;5;18;1,0;242;0;3;1;0;1
6796;7;16;6;0,5;207;0;2;2;1;1
5808;6;12;18;5,0;114;0;0;1;3;2
30519;5;2;31;0,5;320;0;2;1;5;1
17839;21;4;38;5,0;145;0;0;1;1;1
5410;5;23;44;1,0;171;0;3;1;2;1
8333;9;4;29;1,0;79;0;3;1;6;1
30119;4;17;21;1,0;70;0;3;2;1;5
29538;4;4;44;1,0;429;0;3;0;1;2
2800;3;8;1;0,5;278;0;2;1;4;4
42604;19;4;1;2,0;172;0;1;1;5;2
10332;11;8;47;0,5;33;0;2;1;0;1
45496;22;17;46;1,0;151;1;3;1;0;2
24000;29;6;22;0,5;139;0;2;2;5;1
29033;3;16;26;1,0;126;0;3;1;3;4
19835;23;13;20;1,0;56;0;3;1;6;3
46546;24;6;26;1,0;82;0;3;1;3;2
40583;16;11;55;1,0;155;0;3;0;2;1
4378;4;20;7;1,0;280;0;3;2;0;1
41689;18;2;6;1,0;389;1;3;1;1;1
28933;3;13;52;1,0;326;0;3;2;3;1
21259;25;8;5;1,0;380;0;3;1;0;2
6716;7;14;12;1,0;226;1;3;2;1;1
26512;1;5;24;1,0;262;0;3;0;0;1
28369;2;22;49;1,0;353;1;3;0;2;5
2261;2;21;8;2,0;139;0;1;0;6;4
40197;15;22;40;2,0;189;0;1;2;0;1
20389;24;5;12;2,0;203;0;1;1;4;1
42070;18;12;48;1,0;8;0;3;1;1;2
32327;6;19;50;2,0;146;1;1;1;6;1
42752;19;7;59;1,0;121;0;3;1;5;5
11190;12;10;11;0,5;351;0;2;1;2;4
17569;20;19;15;1,0;165;1;3;2;3;1
34775;9;11;57;1,0;223;1;3;0;2;3
193;1;3;50;0,5;203;0;2;1;5;1
46571;24;7;30;0,5;184;0;2;1;3;3
49943;28;12;31;0,5;269;0;2;2;4;1
8770;9;15;54;1,0;242;0;3;1;6;1
30795;5;8;42;1,0;297;0;3;0;5;1
21909;26;7;29;1,0;186;0;3;1;2;1
33539;8;1;19;1,0;12;0;3;2;0;3
31259;5;18;45;0,5;222;0;2;0;5;2
43355;20;2;8;2,0;357;0;1;1;6;1
17862;21;5;12;2,0;281;0;1;0;1;4
18230;21;15;52;1,0;288;1;3;1;1;1
28803;3;10;43;0,5;157;1;2;1;3;1
12466;14;8;41;1,0;130;1;3;0;1;3
30483;5;1;49;2,0;135;0;1;2;5;1
47647;25;19;42;1,0;271;0;3;1;1;1
24370;29;16;28;1,0;237;0;3;1;5;1
14868;17;1;34;1,0;370;0;3;1;4;3
14567;16;17;44;0,5;128;1;2;1;6;1
16789;19;14;51;1,0;132;0;3;1;2;1
49763;28;6;57;5,0;187;1;0;2;4;1
26649;1;8;30;0,5;180;0;2;2;0;1
49979;28;13;24;0,5;308;0;2;1;4;2
42856;19;11;5;1,0;269;0;3;0;5;2
6317;7;3;51;1,0;239;0;3;1;1;1
44619;21;13;38;1,0;146;0;3;1;4;2
6581;7;10;35;1,0;82;0;3;1;1;2
26955;1;15;12;0,5;154;0;2;1;0;1
34215;8;19;13;1,0;25;0;3;1;0;3
32174;6;16;17;1,0;28;0;3;0;6;1
33110;7;14;48;1,0;136;0;3;1;4;1
23852;29;2;17;1,0;189;0;3;0;5;3
46087;23;14;31;0,5;325;1;2;1;2;1
44096;20;22;46;5,0;271;0;0;1;6;1
20961;24;22;51;1,0;265;0;3;1;4;1
9168;10;2;34;2,0;48;1;1;1;4;4
25634;31;5;1;1,0;211;0;3;1;4;1
49797;28;8;6;1,0;150;1;3;1;4;1
30600;5;4;0;1,0;197;1;3;1;5;2
19900;23;14;44;1,0;216;0;3;2;6;1
7368;8;5;22;0,5;115;0;2;1;5;2
2044;2;16;46;5,0;355;0;0;1;6;4
7156;8;0;19;0,5;377;1;2;2;5;1
16288;18;21;46;0,5;350;0;2;0;0;1
7851;8;16;27;0,5;279;0;2;1;5;2
42946;19;13;33;5,0;370;0;0;2;5;2
44900;21;22;49;1,0;241;0;3;1;4;2
13615;15;14;35;1,0;309;0;3;0;5;1
30462;5;1;31;1,0;228;0;3;1;5;1
1492;2;5;26;1,0;277;0;3;1;6;1
48130;26;8;55;0,5;331;1;2;1;5;4
778;1;14;52;1,0;264;0;3;1;5;1
9885;10;21;33;1,0;168;0;3;1;4;4
31600;6;2;42;2,0;246;0;1;1;6;1
9277;10;5;20;1,0;295;1;3;1;4;3
35292;10;5;7;1,0;199;0;3;1;3;2
23567;28;17;45;0,5;253;1;2;0;1;2
21174;25;5;8;0,5;142;1;2;0;0;2
5374;5;22;55;0,5;183;1;2;0;2;1
24173;29;11;1;1,0;258;0;3;1;5;1
40572;16;11;31;1,0;226;0;3;1;2;1
16232;18;19;59;1,0;317;0;3;1;0;1
14849;17;1;0;1,0;143;0;3;1;4;1
8259;9;2;35;1,0;179;1;3;2;6;1
32762;7;6;2;1,0;280;0;3;1;4;2
5827;6;13;0;1,0;350;0;3;1;3;1
32808;7;7;9;0,5;412;0;2;1;4;1
26957;1;15;14;1,0;275;0;3;1;0;2
32698;7;4;43;1,0;315;0;3;1;4;1
11240;12;11;54;2,0;260;0;1;0;2;3
29492;4;3;52;1,0;306;0;3;1;1;1
49286;27;17;11;1,0;186;0;3;1;6;2
11639;13;2;49;1,0;172;1;3;1;3;1
6816;7;16;22;1,0;139;1;3;1;1;1
43472;20;5;21;1,0;230;0;3;1;6;1
31655;6;3;53;1,0;449;0;3;2;6;3
14140;16;5;33;2,0;206;1;1;0;6;1
34228;8;19;27;1,0;195;0;3;2;0;1
4493;4;22;38;1,0;171;0;3;1;0;5
13074;15;0;59;1,0;227;0;3;2;5;3
29304;3;23;22;0,5;194;0;2;1;3;2
13686;15;16;28;0,5;318;0;2;1;5;1
13947;15;23;29;1,0;176;0;3;2;5;1
11002;12;4;33;2,0;143;0;1;1;2;1
7230;8;2;5;0,5;59;1;2;1;5;3
28365;2;22;48;1,0;353;1;3;0;2;1
10412;11;11;23;1,0;226;0;3;1;0;1
5075;5;14;2;1,0;110;0;3;2;2;2
24264;29;13;40;1,0;330;1;3;1;5;1
21778;26;2;1;1,0;35;0;3;2;2;1
42409;18;22;24;0,5;54;0;2;1;1;1
19330;22;22;22;1,0;273;0;3;1;5;1
48317;26;13;7;2,0;144;0;1;1;5;4
4088;4;13;8;1,0;149;0;3;1;0;1
18351;21;18;50;1,0;151;0;3;1;1;1
34518;9;3;57;1,0;314;0;3;1;2;2
4249;4;16;56;2,0;8;1;1;1;0;1
23383;28;12;31;1,0;455;0;3;2;1;2
8472;9;8;35;5,0;195;0;0;0;6;1
42864;19;11;16;0,5;217;0;2;1;5;4
8787;9;16;19;0,5;162;1;2;0;6;1
22010;26;10;59;2,0;222;0;1;0;2;4
12109;13;21;43;0,5;310;0;2;2;3;2
6142;6;23;28;5,0;209;1;0;1;3;1
38429;13;18;21;0,5;103;0;2;0;6;3
46738;24;14;39;1,0;136;0;3;1;3;1
15037;17;6;20;0,5;81;1;2;1;4;1
9031;9;22;59;1,0;247;0;3;1;6;3
20980;24;23;34;0,5;39;0;2;1;4;1
2659;3;5;13;2,0;22;1;1;2;4;2
141;1;2;33;2,0;127;0;1;1;5;2
2597;3;3;45;1,0;146;1;3;1;4;2
6701;7;13;53;2,0;208;0;1;2;1;1
15223;17;11;55;1,0;37;1;3;1;4;1
17761;21;2;6;2,0;13;1;1;1;1;1
2454;3;0;54;1,0;34;0;3;1;4;2
22746;27;15;30;1,0;457;0;3;0;3;1
7418;8;6;51;1,0;158;0;3;1;5;1
21125;25;3;35;1,0;131;0;3;1;0;2
10449;11;12;34;0,5;167;1;2;0;0;2
29516;4;4;18;1,0;120;0;3;2;1;1
44898;21;22;47;1,0;452;0;3;1;4;1
47699;25;21;9;1,0;22;0;3;2;1;1
23952;29;4;42;0,5;312;0;2;1;5;3
16843;19;16;33;5,0;147;0;0;2;2;1
8179;9;0;24;1,0;226;1;3;1;6;2
44333;21;5;11;0,5;159;1;2;1;4;1
28276;2;21;5;1,0;173;0;3;1;2;2
9528;10;12;27;2,0;169;0;1;1;4;1
6370;7;4;59;2,0;51;1;1;0;1;1
37396;12;16;29;1,0;287;0;3;2;5;2
22424;27;2;4;2,0;131;1;1;2;3;4
33209;7;17;25;0,5;219;0;2;1;4;1
9794;10;19;21;1,0;191;0;3;1;4;4
25215;30;16;31;1,0;151;0;3;1;6;1
41814;18;5;36;1,0;411;1;3;1;1;3
36598;11;19;51;1,0;367;0;3;0;1;1
49580;28;1;49;1,0;68;0;3;0;4;1
28795;3;10;32;0,5;89;0;2;1;3;2
38547;13;21;38;2,0;141;0;1;2;6;3
39112;14;14;25;0,5;119;1;2;1;4;2
10693;11;19;56;1,0;337;1;3;1;0;5
1958;2;14;55;0,5;213;0;2;1;6;6
155;1;2;55;1,0;126;1;3;0;5;1
10487;11;13;53;2,0;39;1;1;0;0;2
48414;26;16;3;0,5;107;0;2;1;5;2
37346;12;15;15;2,0;172;0;1;2;5;3
1089;1;20;41;0,5;131;0;2;0;5;1
22433;27;2;24;0,5;204;0;2;1;3;1
27516;2;3;18;1,0;310;1;3;0;2;1
12576;14;11;46;5,0;60;1;0;1;1;1
9122;10;1;14;1,0;296;1;3;1;4;1
32602;7;2;3;0,5;69;0;2;1;4;4
40718;16;15;28;1,0;13;0;3;1;2;1
11101;12;7;19;2,0;338;0;1;0;2;1
18058;21;10;26;0,5;47;0;2;1;1;4
6980;7;20;17;1,0;220;1;3;1;1;2
6416;7;6;16;1,0;341;1;3;1;1;3
16021;18;13;49;1,0;391;0;3;1;0;1
41855;18;6;48;1,0;205;0;3;1;1;2
11439;12;18;35;0,5;211;0;2;1;2;2
18710;22;5;4;1,0;287;0;3;1;5;1
39864;15;13;47;0,5;144;1;2;2;0;1
33866;8;9;49;1,0;94;0;3;2;0;3
5433;6;0;17;1,0;313;0;3;1;3;2
48436;26;16;51;5,0;193;0;0;1;5;1
13230;15;4;50;2,0;123;0;1;1;5;1
6450;7;7;12;2,0;149;0;1;1;1;1
45096;22;5;6;0,5;144;0;2;0;0;1
43553;20;7;51;2,0;98;1;1;0;6;2
18099;21;11;39;2,0;12;0;1;1;1;1
25556;31;2;46;5,0;281;1;0;1;4;1
30112;4;17;15;0,5;152;1;2;1;1;1
24765;30;3;2;0,5;368;0;2;1;6;1
25817;31;10;1;1,0;214;0;3;0;4;3
20215;23;23;55;1,0;17;0;3;1;6;1
36116;11;8;21;1,0;211;0;3;1;1;2
4079;4;12;55;0,5;45;0;2;1;0;1
41945;18;9;28;5,0;198;0;0;1;1;2
