;amount;current_paid_fee;day;hour;minute;second
24530;300;4;28;19;46;33
40736;163;0;15;14;34;59
20648;267;8;23;12;13;58
24251;266;2;28;12;24;56
12454;334;2;13;7;59;9
6825;398;30;6;16;22;19
31826;71;0;5;7;10;6
22554;217;7;26;5;59;19
34841;321;0;8;12;18;12
40927;166;2;15;20;20;52
44325;182;2;20;3;13;18
4423;221;4;3;20;54;30
6862;98;0;6;17;26;53
39754;283;0;14;8;35;49
21252;132;2;24;7;0;57
9490;294;0;9;10;54;58
20760;241;2;23;16;5;40
15635;293;0;17;0;21;8
40050;199;0;14;17;6;10
35694;43;2;9;17;51;43
43103;96;6;18;16;16;12
9825;32;1;9;19;52;57
9479;139;2;9;10;40;51
8733;228;5;8;14;32;14
47016;210;0;23;23;7;31
16874;275;4;18;16;44;16
20081;176;0;22;19;29;33
2013;347;2;1;15;51;11
40634;103;0;15;11;33;1
38445;324;2;12;17;3;7
33715;126;0;7;4;37;10
33383;310;0;6;20;30;34
2147;50;0;1;18;55;15
41556;10;0;16;19;54;11
39897;67;0;14;13;20;21
44263;247;0;20;1;49;21
9699;212;0;9;16;59;43
45737;82;0;22;1;0;54
6841;258;0;6;16;54;47
26811;65;0;0;11;31;30
17194;372;2;19;3;48;47
6269;73;0;6;2;21;1
2073;261;2;1;17;15;4
37260;165;2;11;11;29;48
46690;181;6;23;9;45;19
40502;310;0;15;7;17;16
33653;350;0;7;2;56;15
18174;105;0;20;13;13;28
11334;210;0;11;14;36;45
14621;75;10;15;18;40;58
15332;254;4;16;14;34;14
40097;94;10;14;18;14;40
3895;27;0;3;8;19;51
767;42;2;0;14;31;36
41017;276;0;15;23;37;41
18029;32;6;20;9;13;14
8012;297;1;7;20;8;52
49815;238;0;27;6;23;53
28801;162;0;2;9;44;36
28718;278;6;2;7;3;11
16363;199;0;17;23;35;20
44322;220;3;20;3;10;25
24747;174;0;29;1;48;49
808;133;0;0;15;21;46
24309;15;6;28;14;4;1
1468;294;10;1;4;41;45
30337;242;4;3;21;13;16
10550;174;2;10;15;23;14
35490;173;2;9;10;47;10
5419;110;0;4;23;42;42
47481;302;4;24;12;13;54
17548;196;0;19;17;22;31
34328;163;0;7;20;39;38
21059;294;0;24;0;51;48
12673;441;11;13;14;8;41
6041;78;0;5;19;46;28
12061;174;0;12;18;2;7
49913;195;2;27;9;11;5
48624;280;4;25;20;4;12
31362;244;0;4;20;17;2
25628;206;0;30;3;55;28
18635;335;0;21;2;1;57
34929;302;0;8;15;13;26
21058;226;0;24;0;49;25
23840;298;2;28;1;8;35
9247;252;2;9;4;2;11
37420;20;1;11;15;52;39
25502;366;0;29;23;40;27
15733;71;10;17;3;34;55
10116;132;4;10;3;3;7
22763;204;0;26;14;53;15
7265;185;0;7;2;54;28
29483;94;0;3;2;43;46
46976;350;0;23;21;37;52
42075;19;4;17;11;15;35
36704;6;0;10;21;16;56
11725;197;0;12;5;46;23
48591;182;0;25;18;57;27
15043;227;11;16;5;51;58
23525;86;0;27;15;27;13
27608;358;1;1;4;29;48
36975;73;5;11;3;56;25
23097;158;0;27;3;18;26
30974;210;0;4;11;33;50
31673;113;0;5;3;23;0
14033;340;14;15;1;26;21
47619;284;14;24;16;14;14
26028;198;0;30;15;56;54
34917;215;0;8;14;57;49
20541;236;2;23;9;15;54
31345;319;2;4;19;51;57
26498;272;0;0;4;19;26
74;304;11;0;1;20;51
719;142;4;0;13;37;34
23723;213;0;27;21;20;9
36784;223;2;10;23;7;58
44029;19;4;19;19;34;10
3932;259;0;3;9;1;39
14670;303;1;15;19;52;14
44161;166;0;19;22;53;20
48049;118;11;25;4;40;44
2509;362;8;2;2;3;16
40049;189;0;14;17;4;34
42012;324;0;17;9;41;58
42876;310;2;18;9;40;32
32317;179;0;5;18;41;1
30728;83;2;4;5;54;20
45890;169;4;22;5;43;33
4067;275;12;3;12;22;0
20104;233;0;22;19;58;12
13100;281;0;14;1;8;56
30544;304;10;4;2;5;44
27818;89;2;1;10;5;31
3145;324;1;2;15;52;29
17513;122;0;19;15;25;20
8697;189;10;8;13;44;27
42420;152;4;17;20;59;42
30562;274;2;4;2;29;37
37899;93;0;12;3;16;12
24310;15;8;28;14;4;9
24845;95;1;29;4;26;9
20619;172;14;23;11;34;25
24207;463;0;28;11;9;11
40164;186;8;14;20;2;33
17138;223;2;19;1;36;28
1537;270;4;1;6;9;12
46218;187;2;22;16;31;16
47147;290;6;24;3;19;33
35310;26;0;9;3;48;18
6073;188;0;5;20;49;55
43783;334;0;19;12;56;56
20409;177;0;23;4;53;36
21602;219;1;24;19;15;49
23610;24;0;27;18;15;36
31629;307;1;5;2;16;19
33005;359;5;6;10;40;57
20655;276;0;23;12;29;41
22259;255;0;25;19;18;16
6093;149;0;5;21;35;5
45223;371;0;21;7;20;52
37960;193;8;12;4;58;33
37534;185;0;11;18;30;7
29883;239;2;3;11;25;13
1620;390;18;1;7;38;7
8793;322;0;8;16;13;39
21301;126;0;24;8;39;41
1308;35;2;1;1;17;2
14374;142;0;15;11;34;45
1582;334;0;1;7;4;47
48428;345;0;25;14;17;36
35199;324;0;8;23;58;29
1044;156;0;0;19;49;1
47337;37;0;24;8;24;57
37777;72;0;12;0;14;50
7633;330;0;7;11;17;1
10931;270;0;11;2;9;42
26691;241;0;0;8;46;18
38563;39;0;12;20;23;18
31076;278;2;4;13;53;30
38259;214;0;12;12;21;45
46194;292;8;22;15;40;0
20183;186;0;22;22;4;19
42940;76;0;18;11;38;37
1600;112;7;1;7;25;16
45885;109;0;22;5;36;6
1849;226;3;1;12;38;58
1752;134;0;1;10;40;15
34808;235;2;8;11;32;58
18467;191;11;20;21;0;21
40733;141;0;15;14;32;26
37999;266;11;12;5;43;34
33314;149;2;6;18;41;55
38967;119;6;13;7;54;24
46440;169;0;22;23;35;10
5147;256;4;4;15;27;28
25251;97;0;29;16;35;35
10737;293;2;10;20;31;9
18051;311;4;20;9;45;29
12191;179;0;13;0;4;59
10694;166;0;10;19;41;31
22398;133;0;26;0;16;21
45342;78;10;21;11;16;28
39937;135;0;14;14;4;23
32334;252;0;5;19;4;51
16559;227;0;18;6;11;9
22372;31;2;25;23;24;28
11801;295;0;12;8;9;50
34864;136;2;8;13;19;26
20171;143;4;22;21;37;20
28930;91;13;2;12;48;12
14650;205;10;15;19;20;39
15574;202;0;16;22;11;33
41256;121;0;16;9;19;14
9318;125;2;9;6;33;22
48588;230;0;25;18;49;55
18825;304;1;21;7;0;35
42495;99;0;17;23;9;52
17706;88;2;20;0;19;3
24398;288;1;28;16;24;35
27328;166;0;0;22;27;21
36833;402;12;11;0;21;7
15096;206;2;16;7;31;51
1294;221;2;1;0;53;38
29583;121;0;3;4;46;1
30962;175;10;4;11;17;42
34768;213;0;8;10;14;51
34831;262;0;8;12;2;21
28647;301;6;2;5;18;4
34275;341;15;7;19;20;51
39451;347;1;13;22;53;1
20002;150;3;22;17;0;49
5577;84;0;5;4;55;22
35660;233;0;9;17;2;45
40857;65;0;15;17;55;59
5611;211;0;5;6;3;46
5077;277;2;4;13;46;11
5335;192;0;4;21;31;28
9546;351;10;9;12;30;25
23350;151;0;27;11;0;46
4141;56;2;3;14;15;52
7938;79;0;7;18;17;24
45468;202;0;21;15;10;58
48918;337;0;26;3;49;27
13036;340;2;13;23;42;30
45297;285;0;21;9;39;46
30836;383;2;4;8;36;12
38784;156;0;13;2;54;28
12224;167;0;13;1;4;30
23104;160;1;27;3;26;36
9583;81;2;9;13;32;58
21015;348;0;23;23;46;48
31846;229;0;5;7;35;44
27027;131;5;0;15;51;56
49032;57;0;26;7;37;59
2251;39;0;1;20;53;17
25601;61;5;30;3;4;15
3670;289;6;3;3;3;42
43333;127;4;18;23;35;3
25401;192;0;29;21;1;31
42483;371;8;17;22;43;11
25212;297;0;29;15;34;43
30725;151;6;4;5;50;51
43815;462;0;19;13;33;38
13436;184;0;14;9;15;59
37528;233;2;11;18;21;26
17331;310;4;19;8;26;50
11689;179;0;12;4;21;55
23369;242;0;27;11;32;7
42753;129;4;18;6;25;58
42112;282;2;17;12;9;43
14196;157;0;15;6;36;48
31816;233;0;5;6;51;25
45384;284;2;21;12;44;59
20269;207;0;23;0;59;5
49936;271;0;27;9;58;2
12963;100;0;13;21;40;41
42957;340;2;18;12;3;16
6697;384;3;6;13;28;56
25820;81;6;30;9;20;40
46972;144;0;23;21;31;7
27867;31;5;1;11;25;25
23515;170;2;27;15;10;3
38826;22;3;13;3;54;0
17948;273;0;20;6;47;23
48694;261;0;25;21;54;16
37466;372;0;11;16;52;52
10750;292;0;10;20;49;25
3320;67;3;2;19;13;53
21576;155;4;24;18;17;33
10464;161;2;10;12;34;3
30733;224;0;4;6;0;32
12446;211;0;13;7;53;22
4773;118;0;4;5;49;15
39343;226;0;13;19;30;1
45655;158;0;21;21;19;33
37477;358;4;11;17;20;22
31836;227;16;5;7;25;52
42890;321;0;18;10;3;36
41508;39;0;16;18;20;41
23916;202;2;28;2;55;55
46072;247;4;22;11;59;25
24143;266;2;28;9;33;16
20981;171;0;23;22;39;19
30492;191;6;4;1;11;3
25993;131;2;30;14;48;41
38553;278;0;12;20;12;4
13560;130;2;14;12;12;37
39993;226;0;14;15;42;24
2311;183;3;1;22;4;13
28919;124;0;2;12;41;56
23380;102;6;27;11;47;12
29685;26;1;3;6;55;21
12658;193;0;13;13;27;20
8391;330;4;8;5;36;53
41445;82;2;16;15;57;6
15167;119;0;16;9;17;12
12916;209;4;13;20;38;6
2823;93;15;2;8;14;10
4551;332;3;3;23;40;41
38104;269;2;12;8;39;46
11437;24;10;11;18;15;5
20837;112;0;23;18;29;2
47499;284;0;24;12;49;10
28477;57;0;2;0;47;5
11353;180;1;11;15;18;22
3749;173;0;3;5;13;54
16821;394;0;18;14;59;31
16532;284;0;18;5;25;51
27370;95;0;0;23;15;46
8399;122;0;8;5;55;40
9079;81;0;8;23;54;9
524;194;0;0;10;6;11
46147;204;0;22;14;23;45
30766;197;0;4;6;54;45
25523;142;0;30;0;31;38
3727;145;4;3;4;38;4
9472;140;1;9;10;28;44
23183;367;2;27;5;37;24
32890;260;0;6;7;50;24
20750;174;0;23;15;42;28
30461;47;0;4;0;18;1
15620;148;0;16;23;54;38
2283;163;0;1;21;29;47
2302;133;0;1;21;49;56
23781;272;4;27;23;8;59
3052;96;2;2;13;42;55
14292;262;0;15;9;0;58
5820;326;0;5;12;22;5
28036;73;12;1;14;56;32
42434;125;4;17;21;22;25
15173;297;0;16;9;36;44
19950;281;4;22;15;35;8
48;94;8;0;0;52;29
26708;145;0;0;9;14;54
16885;226;0;18;17;1;45
31819;132;0;5;6;56;49
35953;26;2;10;2;34;46
14345;352;0;15;10;32;41
229;158;4;0;4;26;39
1211;413;1;0;23;0;43
35592;177;0;9;14;31;1
8772;238;12;8;15;41;37
33737;0;0;7;5;2;33
35775;379;0;9;20;54;34
29163;137;0;2;18;26;11
20689;378;2;23;13;21;53
49852;192;2;27;7;21;58
17458;310;0;19;13;17;15
10942;331;0;11;2;29;12
1986;175;0;1;15;22;43
47155;92;10;24;3;24;25
39978;365;0;14;15;20;20
35712;224;2;9;18;36;50
44715;304;0;20;14;49;25
46904;221;1;23;18;40;34
25022;152;2;29;9;53;11
14016;181;0;15;1;9;2
26746;144;4;0;10;5;55
37201;159;0;11;9;57;35
44365;103;6;20;4;20;44
36929;243;2;11;2;55;40
3117;342;0;2;15;20;23
17509;311;0;19;15;16;54
11232;223;0;11;11;14;17
38090;278;0;12;8;8;13
13753;85;2;14;17;37;40
44285;433;0;20;2;15;36
6240;192;0;6;1;33;13
35187;18;3;8;23;39;18
12316;150;0;13;3;44;25
6207;109;0;6;1;0;2
13303;289;0;14;5;57;51
7170;219;0;7;0;23;28
29443;367;0;3;1;51;14
23590;156;3;27;17;27;8
49251;108;1;26;13;52;28
33785;374;0;7;6;8;3
37500;220;0;11;17;47;14
28853;219;0;2;10;52;57
24127;257;4;28;9;6;1
18312;178;2;20;17;16;23
350;219;0;0;7;7;34
46189;292;0;22;15;38;35
32991;61;2;6;10;26;51
36404;283;13;10;13;37;0
49551;118;0;26;22;44;26
25563;73;0;30;2;1;47
44583;36;0;20;11;0;15
35268;160;0;9;2;15;26
50313;261;0;27;21;6;9
45778;208;0;22;2;10;46
33332;72;15;6;19;0;56
10367;182;0;10;9;24;1
33690;108;1;7;4;2;44
3385;61;0;2;20;33;14
36701;181;0;10;21;13;3
30554;47;3;4;2;22;8
31932;146;0;5;9;41;45
7959;29;0;7;18;51;49
19091;24;3;21;15;4;33
14516;216;0;15;15;25;4
49990;152;0;27;11;43;54
50081;102;2;27;14;15;54
22340;45;0;25;22;20;16
30522;294;9;4;1;45;14
36303;179;0;10;11;12;8
27304;24;0;0;21;49;58
18316;356;2;20;17;20;40
26973;193;6;0;14;39;0
28315;192;1;1;21;2;16
7777;227;18;7;14;46;17
32930;181;2;6;8;57;37
17205;149;0;19;4;18;10
26639;103;0;0;7;45;9
39136;284;0;13;13;14;8
24662;138;0;28;23;23;47
45422;218;2;21;13;50;28
15994;251;0;17;12;22;45
49496;214;2;26;21;11;37
30286;186;1;3;20;7;10
10889;210;0;11;0;49;28
29150;146;0;2;18;4;7
7645;85;1;7;11;36;28
14116;196;0;15;4;13;0
9589;77;2;9;13;41;59
45859;289;0;22;4;54;9
2833;4;0;2;8;22;20
26756;463;2;0;10;14;51
23790;50;0;27;23;35;6
44379;185;0;20;4;48;42
38176;200;0;12;10;12;32
24624;143;0;28;22;10;47
28324;238;6;1;21;10;41
42687;104;0;18;4;44;7
44886;247;0;20;20;5;7
9979;333;0;9;23;28;44
42709;293;5;18;5;26;15
18259;120;0;20;15;59;24
14549;62;4;15;16;31;18
36863;186;5;11;1;8;52
19073;145;3;21;14;38;53
3990;108;0;3;10;25;35
40828;12;2;15;16;59;17
39307;179;5;13;18;29;39
14799;273;0;15;23;5;4
45264;187;0;21;8;52;20
2785;24;0;2;7;41;11
3880;143;0;3;7;58;5
33861;248;0;7;8;23;22
37953;135;3;12;4;52;21
45865;264;0;22;5;5;41
40522;214;6;15;7;49;0
11975;119;1;12;14;45;2
7746;287;0;7;14;0;7
36713;322;3;10;21;25;4
26505;30;0;0;4;30;17
34932;234;0;8;15;22;19
35654;182;0;9;16;50;45
10109;237;0;10;2;48;32
25092;67;0;29;11;58;38
37122;83;2;11;7;29;2
5666;302;2;5;7;45;44
32940;195;2;6;9;9;31
33407;117;4;6;21;7;11
3407;165;0;2;20;51;3
22880;371;8;26;19;46;0
5065;69;10;4;13;31;36
1548;313;0;1;6;20;35
7435;67;6;7;7;0;36
10024;290;0;10;0;22;56
33804;196;1;7;6;38;36
11814;236;2;12;8;44;0
14419;210;1;15;13;3;1
18827;303;2;21;7;3;0
29113;59;2;2;17;19;9
44030;171;0;19;19;40;35
8418;317;2;8;6;26;16
9582;81;0;9;13;32;53
45577;26;0;21;18;29;0
28666;172;0;2;5;42;27
12458;242;0;13;8;5;3
13107;62;0;14;1;17;31
41025;185;0;16;0;3;44
12467;208;0;13;8;27;45
32332;396;0;5;18;58;14
46143;327;0;22;14;15;10
45777;348;0;22;2;4;56
33122;202;4;6;13;57;56
44434;57;2;20;6;15;12
38672;161;0;12;23;32;17
33932;153;0;7;10;15;0
845;222;4;0;16;11;35
25389;244;6;29;20;44;17
3395;261;21;2;20;39;42
11559;177;0;11;22;52;12
23147;258;0;27;4;24;42
3127;206;6;2;15;35;11
42462;367;0;17;22;10;17
15138;195;1;16;8;38;2
41269;275;0;16;10;11;44
45199;181;1;21;6;27;18
47238;156;2;24;5;29;50
954;36;0;0;17;53;1
16535;357;1;18;5;31;39
3587;35;0;3;1;19;54
3557;190;1;3;0;32;2
46158;208;0;22;14;41;32
28948;181;4;2;13;8;23
48089;374;0;25;5;44;27
26569;100;0;0;5;53;43
37939;147;0;12;4;19;52
6743;168;23;6;14;35;51
40166;252;0;14;20;6;13
11267;448;0;11;12;19;27
28481;296;4;2;0;56;53
48099;90;0;25;6;5;37
9484;14;2;9;10;48;42
16892;238;6;18;17;8;53
13890;42;2;14;21;32;25
44281;193;0;20;2;10;35
24405;199;0;28;16;37;39
18645;196;0;21;2;14;11
23042;179;2;27;1;40;1
47758;196;0;24;20;35;8
8177;214;0;8;0;2;34
11620;236;4;12;1;40;46
7857;6;2;7;16;21;6
20805;7;0;23;17;37;25
17485;232;14;19;14;14;39
35371;225;0;9;6;4;50
8609;227;0;8;11;28;17
8061;158;2;7;21;29;46
36018;286;0;10;4;23;52
12601;120;0;13;11;59;27
28716;278;0;2;7;2;10
33477;247;4;6;22;39;57
32886;100;2;6;7;46;51
4598;387;0;4;0;53;7
2042;282;0;1;16;36;2
40187;273;0;14;20;53;25
6130;204;2;5;22;51;59
31528;117;0;5;0;7;13
33085;40;0;6;12;38;23
10566;323;0;10;15;51;12
38083;175;0;12;8;1;11
2064;189;0;1;17;1;5
14457;351;5;15;13;55;30
13419;178;6;14;8;55;51
29661;55;2;3;6;23;40
22990;261;2;27;0;2;2
31169;200;2;4;15;45;51
21387;334;0;24;11;21;41
6523;213;0;6;8;58;45
25957;274;2;30;13;42;31
27433;97;0;1;0;29;27
38507;240;0;12;18;56;38
39044;366;0;13;10;13;3
14953;235;2;16;3;15;5
30859;262;2;4;9;1;24
5470;99;4;5;1;16;40
22200;330;2;25;17;4;27
14336;112;0;15;10;13;11
30936;163;0;4;10;38;53
24014;140;4;28;5;33;41
36931;243;14;11;2;56;30
27301;42;1;0;21;47;36
13180;205;12;14;3;17;25
33171;328;0;6;15;7;6
37679;202;2;11;21;48;3
27926;140;0;1;12;41;3
11422;101;0;11;17;30;9
42133;272;2;17;12;52;45
46222;187;8;22;16;32;42
6378;34;6;6;4;55;11
18625;388;0;21;1;36;12
19867;22;0;22;13;28;23
14744;93;1;15;21;28;41
44869;201;2;20;19;34;52
36307;159;0;10;11;19;37
6310;268;0;6;3;29;32
9219;28;1;9;3;21;40
38285;120;0;12;13;6;30
35362;110;0;9;5;36;2
49150;105;0;26;11;9;2
43276;275;0;18;21;45;35
31213;115;5;4;16;38;40
45189;25;0;21;6;15;35
39422;372;10;13;22;2;44
14266;349;2;15;8;38;53
15867;200;2;17;8;20;46
21411;299;0;24;12;12;29
50256;97;4;27;19;23;19
21665;76;0;24;21;22;50
1502;157;0;1;5;36;58
27445;263;3;1;0;44;21
26183;186;0;30;20;36;53
29777;178;2;3;9;1;46
48577;310;0;25;18;32;19
30640;35;0;4;3;58;6
678;349;0;0;12;51;1
16378;187;1;18;0;6;34
5851;347;0;5;13;16;54
7194;148;6;7;0;51;52
16301;243;0;17;21;9;58
29841;191;10;3;10;29;26
2939;182;2;2;10;39;36
34618;298;0;8;5;37;23
22906;22;2;26;20;47;49
1070;133;4;0;20;15;21
17929;254;3;20;6;27;15
6784;233;0;6;15;38;38
14444;327;0;15;13;40;16
10672;275;0;10;19;11;53
19156;195;2;21;17;1;49
36160;234;0;10;8;10;7
44922;277;0;20;21;33;52
27912;54;5;1;12;21;30
19790;198;0;22;11;13;47
21120;243;0;24;2;35;48
41168;211;0;16;5;48;23
21782;206;2;25;1;7;23
28258;166;4;1;19;47;53
28362;119;0;1;21;54;32
37661;141;0;11;21;18;42
8720;204;0;8;14;14;40
17106;372;0;19;0;2;20
21560;163;3;24;17;52;6
48448;433;0;25;14;57;49
41266;270;0;16;9;38;25
19159;357;10;21;17;6;42
44177;206;0;19;23;25;34
38885;178;6;13;5;51;51
12716;78;0;13;15;25;30
39335;58;0;13;19;19;13
24099;164;1;28;8;14;13
5670;211;0;5;7;53;8
24518;159;0;28;19;35;32
8949;276;0;8;20;29;28
21876;241;0;25;5;2;52
49498;269;0;26;21;17;35
31556;416;3;5;0;40;37
26128;291;0;30;18;47;54
46545;81;2;23;3;24;46
33342;63;2;6;19;20;41
24833;83;0;29;4;12;37
11182;211;2;11;9;22;45
37146;158;0;11;8;16;1
25616;322;0;30;3;38;54
47719;430;0;24;19;40;48
15123;206;0;16;8;20;25
16698;309;12;18;10;50;35
30761;137;1;4;6;44;24
41662;39;0;16;23;47;26
27765;165;2;1;8;23;1
49157;123;6;26;11;17;0
8695;153;6;8;13;42;50
22738;180;2;26;13;57;7
10514;121;0;10;14;13;50
10748;183;0;10;20;47;37
17232;105;5;19;5;13;55
35016;203;2;8;18;0;18
15958;67;2;17;11;24;50
38384;134;0;12;15;22;30
31692;146;12;5;3;42;5
49105;121;2;26;9;51;39
22486;149;0;26;3;17;26
44957;124;4;20;22;39;55
24502;240;26;28;18;52;58
28513;322;2;2;1;44;55
30828;369;0;4;8;15;5
27307;151;1;0;21;58;54
21939;180;4;25;7;31;17
38867;98;0;13;5;29;46
14390;304;0;15;12;11;24
33765;31;0;7;5;33;36
12926;178;6;13;20;52;22
25752;252;0;30;7;16;56
29416;189;0;3;1;20;57
40162;186;4;14;20;1;42
20756;354;0;23;15;58;27
19881;295;0;22;13;49;42
17794;274;1;20;2;19;29
8032;136;0;7;20;33;29
1407;167;2;1;3;19;21
28690;316;0;2;6;23;19
48335;215;9;25;11;44;40
14021;198;4;15;1;12;30
14254;216;2;15;8;25;44
18196;134;0;20;13;57;3
31351;300;0;4;20;4;24
45092;231;0;21;2;49;6
33461;136;7;6;22;16;20
10725;322;1;10;20;20;0
21395;306;0;24;11;37;20
3443;199;0;2;21;37;47
9174;72;1;9;2;25;14
50143;133;1;27;15;51;25
4175;93;6;3;15;4;49
13844;76;2;14;20;21;26
46415;395;2;22;22;46;30
13382;157;0;14;8;0;16
26424;192;0;0;2;46;8
16645;152;0;18;9;2;28
11529;43;2;11;21;28;36
15979;20;0;17;11;56;30
38265;172;0;12;12;41;31
36643;149;8;10;19;38;32
20400;20;0;23;4;27;52
3626;278;2;3;2;8;6
39132;230;0;13;13;3;31
39520;263;0;14;1;17;31
37879;218;4;12;2;51;20
14157;300;2;15;5;27;39
36323;325;0;10;11;44;57
10386;248;0;10;9;51;4
30270;284;2;3;19;43;39
46931;149;2;23;19;21;3
19751;164;0;22;10;6;10
3516;140;4;2;23;24;56
35294;172;0;9;3;11;16
15032;249;3;16;5;27;58
43441;37;5;19;2;32;22
1168;164;4;0;22;8;12
20528;236;0;23;8;49;2
40660;244;0;15;12;19;40
24660;13;0;28;23;19;47
3149;100;0;2;16;0;47
17264;26;0;19;6;21;6
23956;64;0;28;4;4;55
19122;319;0;21;15;54;47
13439;317;0;14;9;18;19
34235;303;0;7;18;27;36
8154;314;0;7;23;39;28
46650;178;2;23;8;2;53
13833;308;0;14;20;4;33
28902;257;0;2;12;13;59
29992;471;20;3;13;34;30
4137;196;13;3;14;7;49
19423;102;0;22;0;19;15
4150;96;2;3;14;30;52
39236;197;0;13;16;37;17
14017;181;1;15;1;9;6
6571;257;0;6;10;9;20
28408;347;2;1;22;48;16
15366;334;0;16;15;35;19
23851;201;0;28;1;26;52
49242;215;0;26;13;39;41
40978;291;0;15;22;3;11
15155;66;0;16;8;59;10
13779;98;4;14;18;24;20
33635;100;0;7;2;31;0
27043;183;4;0;16;9;37
15761;116;0;17;4;49;35
46652;169;0;23;8;11;13
402;267;0;0;7;58;36
37196;160;0;11;9;47;49
48636;297;0;25;20;19;35
3057;176;2;2;13;47;54
48247;262;0;25;9;48;50
39828;173;0;14;11;4;20
3317;507;0;2;19;9;4
12118;386;0;12;21;21;36
40633;220;0;15;11;31;40
23595;247;0;27;17;44;58
12126;223;0;12;21;41;15
39619;117;0;14;4;14;40
18231;125;0;20;15;6;44
49776;159;0;27;5;18;55
17718;287;4;20;0;30;7
25163;179;0;29;14;9;20
38523;196;0;12;19;13;47
48704;85;0;25;22;6;12
6997;214;12;6;20;20;12
49414;129;0;26;18;48;0
50340;149;0;27;21;50;43
706;402;12;0;13;21;57
3491;337;18;2;22;51;25
15339;24;0;16;14;51;18
37341;273;5;11;13;42;45
15823;192;0;17;7;4;41
45887;244;0;22;5;38;25
24090;164;0;28;8;1;11
7054;398;0;6;21;24;54
5580;115;0;5;5;0;33
31416;123;2;4;21;13;29
35919;113;0;10;1;38;0
39385;264;5;13;20;44;4
31099;191;3;4;14;20;58
49614;150;3;27;0;26;14
11991;294;0;12;15;17;56
36790;248;2;10;23;16;21
32353;218;0;5;19;29;40
38698;50;0;13;0;22;31
25650;403;0;30;4;24;26
2607;96;2;2;3;50;8
41886;75;0;17;5;57;22
41950;239;2;17;7;53;11
2429;310;0;2;0;19;41
3815;209;7;3;6;33;16
37335;255;2;11;13;37;32
50280;163;1;27;20;6;17
18646;269;0;21;2;16;37
835;207;1;0;15;58;4
8624;234;0;8;11;45;17
33941;163;5;7;10;28;18
25494;339;0;29;23;29;0
22821;253;0;26;17;8;10
5565;436;0;5;4;35;27
40870;103;0;15;18;13;55
21673;223;4;24;21;36;57
28333;274;10;1;21;20;54
40866;93;0;15;18;4;50
4951;451;0;4;10;13;39
15194;38;0;16;10;15;12
18799;205;2;21;6;34;10
50158;288;6;27;16;19;11
23718;36;0;27;21;14;1
19177;316;0;21;17;43;0
11332;183;2;11;14;34;29
40563;331;0;15;9;7;46
49756;135;0;27;4;44;36
36175;82;9;10;8;26;58
27675;346;0;1;6;2;46
25009;94;2;29;9;27;5
44099;202;0;19;21;30;18
8963;225;0;8;20;52;32
34765;214;0;8;10;11;48
8417;317;0;8;6;25;39
12278;72;0;13;2;36;59
30328;163;0;3;20;58;49
27710;148;4;1;6;50;53
5629;162;0;5;6;45;14
36770;475;9;10;22;51;16
49353;365;1;26;16;50;45
37521;199;0;11;18;11;31
42292;97;0;17;17;13;46
45821;50;4;22;3;23;49
26019;4;0;30;15;42;20
3681;190;2;3;3;23;3
19403;69;10;21;23;40;4
40216;150;0;14;21;31;13
29475;75;0;3;2;36;17
43214;325;6;18;19;41;27
3985;117;0;3;10;19;51
15198;246;0;16;10;23;24
46173;188;0;22;15;15;42
41973;221;0;17;8;29;53
50058;73;0;27;13;28;42
20786;3;0;23;17;5;29
37045;208;10;11;5;38;35
3666;199;4;3;3;1;45
8412;336;1;8;6;13;51
18830;355;2;21;7;5;14
23205;124;2;27;6;34;34
33422;348;2;6;21;23;33
39288;231;10;13;18;10;3
22834;148;0;26;17;47;26
25343;331;0;29;19;11;16
19556;129;2;22;4;48;41
11831;29;0;12;9;24;48
28742;327;0;2;7;53;12
16928;275;0;18;18;28;21
33972;34;10;7;11;19;58
35651;170;7;9;16;43;22
41381;343;2;16;14;9;6
42025;231;2;17;9;56;59
7242;53;6;7;2;5;25
2637;154;2;2;4;23;54
48201;325;2;25;8;55;15
19049;173;15;21;13;48;50
43933;188;0;19;16;47;55
18252;242;0;20;15;45;51
877;143;15;0;16;44;25
27105;152;4;0;17;28;38
50107;330;6;27;14;48;37
27959;277;0;1;13;27;33
4379;24;0;3;19;56;33
11957;100;2;12;14;12;19
19187;244;8;21;17;56;58
27573;38;0;1;3;39;45
3908;107;2;3;8;32;9
10763;26;0;10;21;11;37
40456;242;0;15;5;32;30
26331;108;0;0;0;40;6
48649;287;0;25;20;33;19
24831;29;0;29;4;0;30
20836;96;2;23;18;20;54
30297;111;4;3;20;19;48
40843;43;0;15;17;29;23
14635;29;1;15;19;4;50
32152;274;2;5;14;26;17
13161;97;0;14;2;47;6
31390;253;4;4;20;42;11
6479;128;4;6;7;36;32
4711;26;10;4;4;6;39
41214;164;2;16;7;14;23
12476;239;0;13;8;33;42
33757;340;4;7;5;21;18
35450;217;2;9;9;14;28
26535;258;2;0;5;6;40
42470;106;0;17;22;22;20
20698;375;0;23;13;36;31
17392;329;4;19;10;40;16
39148;239;0;13;13;44;31
23023;145;0;27;1;2;19
22356;176;2;25;22;57;2
44185;123;0;19;23;32;27
40555;192;12;15;8;54;46
22538;265;1;26;5;31;59
29571;176;0;3;4;33;34
27200;236;4;0;19;37;32
36591;195;13;10;18;12;30
