;day;hour;minute;fail_fee;amount;3D_secured;encoded_PSP;encoded_card;encoded_weekday;current_number_of_try
13780;14;19;5;1;148;0;3;2;5;0
11989;12;16;2;1;192;0;3;0;3;1
627;0;12;0;2;152;0;1;2;5;8
45553;21;20;8;1;352;0;3;0;0;1
29523;3;4;30;0;128;0;2;0;1;0
28820;2;11;5;1;191;0;3;1;3;0
23929;28;4;12;0;151;0;2;2;5;0
50061;27;15;42;0;41;0;2;0;4;0
4765;4;5;49;0;118;1;2;1;2;1
26177;30;21;23;1;210;0;3;2;4;0
48300;25;12;43;1;64;1;3;1;5;0
6511;6;8;56;0;108;0;2;1;1;2
2230;1;20;35;0;181;0;2;1;6;0
20566;23;10;34;0;84;0;2;1;4;0
12427;13;7;53;0;211;0;2;2;1;0
39763;14;10;51;1;299;0;3;0;0;0
46304;22;21;33;1;171;0;3;1;2;0
18782;21;6;44;3;22;0;0;0;5;1
32726;6;5;11;0;260;0;2;0;4;0
6305;6;3;41;2;226;0;1;0;1;1
13998;15;1;11;1;198;0;3;0;6;0
15641;17;1;7;1;273;0;3;1;0;0
32299;5;19;25;3;149;0;0;1;6;2
46347;22;22;45;1;395;0;3;0;2;0
12392;13;6;41;0;250;0;2;2;1;1
17570;19;19;17;1;74;0;3;0;3;0
10703;10;20;11;1;164;0;3;1;0;1
49991;27;13;50;3;103;1;0;2;4;0
21698;24;23;36;1;181;0;3;1;0;0
41988;17;10;31;0;304;1;2;1;1;0
4247;3;16;49;0;285;0;2;2;0;4
8002;7;20;13;0;175;0;2;2;5;0
31954;5;11;9;0;179;0;2;2;6;1
44041;19;21;37;2;8;0;1;1;6;0
32703;6;4;48;0;28;0;2;2;4;1
41875;17;7;22;3;218;0;0;1;1;0
9497;9;11;34;1;268;0;3;1;4;0
11241;11;11;56;2;153;0;1;2;2;0
31349;4;20;47;0;120;0;2;1;5;1
27543;1;3;52;0;284;1;2;0;2;1
1273;1;0;24;1;271;1;3;1;6;0
5698;5;9;6;1;234;1;3;1;3;1
31521;5;0;49;2;223;0;1;1;6;6
40446;15;7;24;2;242;0;1;0;2;0
10988;11;4;12;1;150;1;3;0;2;2
42358;17;20;59;0;152;1;2;1;1;1
22999;27;1;8;2;325;1;1;1;1;1
3358;2;20;9;1;204;0;3;2;4;0
16567;18;7;13;1;75;0;3;1;2;0
49823;27;8;38;1;436;0;3;1;4;0
46237;22;19;23;1;187;0;3;0;2;1
46970;24;0;13;1;115;0;3;2;1;0
39281;13;19;21;2;58;1;1;1;4;4
4567;4;0;19;0;40;1;2;2;2;2
13255;14;5;23;1;143;0;3;1;5;1
10848;11;0;5;1;228;1;3;1;2;1
32551;6;0;50;1;91;0;3;1;4;5
46862;23;19;20;1;149;0;3;0;3;0
1961;1;15;5;1;147;0;3;1;6;0
4992;4;11;47;0;210;0;2;0;2;2
4891;4;8;49;1;153;0;3;2;2;3
14330;15;10;48;1;171;1;3;1;6;1
30391;3;23;21;1;109;0;3;1;1;0
24423;28;17;42;2;451;0;1;1;5;4
25954;30;14;38;1;244;0;3;0;4;0
30971;4;12;38;0;9;0;2;1;5;1
49687;27;4;54;2;202;0;1;0;4;0
6226;6;1;30;1;127;0;3;1;1;3
27323;0;23;5;1;319;0;3;2;0;1
38134;12;10;35;2;92;0;1;1;6;0
34019;7;14;14;3;215;0;0;1;0;0
35944;10;3;42;1;252;0;3;1;1;6
29648;3;7;3;0;144;0;2;1;1;0
3359;2;20;9;1;204;0;3;2;4;1
307;0;6;13;1;138;0;3;1;5;0
29964;3;13;55;1;81;1;3;0;1;2
48536;25;19;41;1;414;0;3;1;5;0
46485;23;3;42;2;38;1;1;2;3;1
32323;5;19;46;2;159;0;1;1;6;1
12580;13;11;54;2;202;0;1;0;1;1
48953;26;7;32;1;355;0;3;1;6;0
9765;9;18;44;1;204;1;3;0;4;0
1051;0;20;0;0;200;1;2;1;5;1
14519;15;16;12;0;81;1;2;1;6;0
11410;11;17;46;3;216;1;0;2;2;0
9221;9;3;43;3;230;0;0;2;4;1
10234;10;6;19;1;334;0;3;2;0;1
37531;11;19;35;2;301;0;1;1;5;1
41830;17;6;3;2;295;0;1;1;1;0
34642;8;7;50;1;151;0;3;0;2;1
25662;30;5;47;0;239;0;2;0;4;0
23666;27;20;34;1;125;0;3;2;1;0
27796;1;10;32;1;261;0;3;1;2;0
47073;24;3;12;0;265;0;2;1;1;2
46703;23;12;57;3;330;1;0;1;3;3
13682;14;16;23;1;178;0;3;0;5;2
20706;23;15;8;3;147;0;0;1;4;0
49406;26;20;47;0;116;0;2;1;6;0
25832;30;10;46;3;109;0;0;0;4;0
38599;12;23;12;0;384;0;2;0;6;0
4917;4;9;33;3;146;0;0;1;2;0
25074;29;12;14;3;284;0;0;2;6;0
191;0;3;46;1;16;1;3;1;5;2
25068;29;12;6;1;133;1;3;2;6;1
24484;28;19;32;1;404;0;3;1;5;0
13233;14;4;55;1;227;0;3;1;5;0
37253;11;12;59;1;244;0;3;1;5;2
9783;9;19;5;0;219;1;2;1;4;1
28054;1;16;5;2;179;0;1;0;2;1
3924;3;9;0;0;165;0;2;1;0;2
9940;9;22;45;1;459;0;3;1;4;0
41692;17;2;12;0;241;0;2;2;1;0
43423;19;3;50;2;225;0;1;1;6;3
22800;26;17;30;0;86;1;2;2;3;0
28810;2;10;51;2;162;0;1;1;3;0
16061;17;15;4;0;253;1;2;2;0;2
36071;10;7;15;1;71;1;3;1;1;1
30826;4;9;14;2;328;0;1;1;5;3
25920;30;13;33;1;203;1;3;1;4;3
29963;3;13;54;1;81;1;3;0;1;1
15549;16;22;1;0;223;0;2;0;4;1
18074;20;10;57;0;307;0;2;1;1;0
27527;1;3;33;2;221;0;1;2;2;2
13304;14;6;42;0;242;0;2;2;5;0
45590;21;21;19;2;158;0;1;1;0;0
19692;22;9;18;1;200;0;3;1;6;0
17888;20;5;59;1;74;0;3;1;1;0
34574;8;5;44;1;239;0;3;1;2;1
36639;10;21;5;1;204;0;3;0;1;0
25864;30;11;45;1;266;1;3;2;4;0
3791;3;6;10;0;130;1;2;1;0;2
48776;26;1;54;1;299;0;3;1;6;0
35554;9;15;7;1;350;1;3;1;3;0
9259;9;4;48;3;227;0;0;1;4;0
45984;22;11;18;1;213;0;3;1;2;0
34485;8;3;4;1;229;1;3;1;2;5
35464;9;12;0;2;434;0;1;1;3;0
31027;4;13;50;1;261;1;3;1;5;0
1848;1;12;45;1;84;0;3;2;6;2
43391;19;3;0;1;283;0;3;1;6;1
12852;13;19;22;1;255;0;3;1;1;1
39390;13;22;48;2;262;1;1;1;4;1
36203;10;10;17;1;196;0;3;1;1;0
31923;5;10;27;1;344;0;3;1;6;0
29896;3;12;30;1;9;0;3;2;1;1
16526;18;5;52;1;256;0;3;1;2;1
6771;6;15;34;0;122;0;2;0;1;0
27559;1;4;22;2;169;0;1;1;2;0
39760;14;10;41;2;268;0;1;1;0;0
13878;14;21;39;0;221;0;2;1;5;1
30676;4;5;49;1;151;0;3;0;5;0
48774;26;1;50;1;337;0;3;1;6;0
46530;23;5;50;1;329;0;3;0;3;0
44369;20;6;11;1;275;1;3;0;4;0
33885;7;10;23;1;299;0;3;1;0;0
30957;4;12;13;1;142;0;3;2;5;1
34524;8;4;6;1;382;0;3;0;2;0
39519;14;2;41;3;241;0;0;0;0;0
28684;2;7;16;1;304;0;3;0;3;1
870;0;16;43;0;143;0;2;1;5;1
9104;9;0;45;3;336;1;0;0;4;1
33489;7;0;15;2;167;1;1;1;0;0
10997;11;4;21;1;78;1;3;1;2;0
27649;1;6;17;1;81;0;3;0;2;4
17270;19;7;25;2;294;0;1;1;3;2
18108;20;11;58;1;142;0;3;2;1;0
5592;5;5;40;1;276;0;3;0;3;2
41115;16;6;2;0;221;0;2;0;3;0
26096;30;18;52;1;271;0;3;2;4;0
24486;28;19;35;0;159;0;2;1;5;0
10938;11;2;44;1;97;0;3;1;2;0
45754;22;3;22;1;50;1;3;1;2;0
11737;12;6;34;1;20;1;3;0;3;2
33082;6;14;6;0;228;1;2;1;4;0
26375;0;2;22;1;193;0;3;2;0;2
48996;26;8;43;1;198;0;3;0;6;0
11949;12;14;32;0;319;1;2;0;3;0
40214;14;23;12;1;151;0;3;1;0;1
20588;23;11;24;1;132;0;3;1;4;1
5850;5;13;39;3;133;0;0;1;3;0
38897;13;7;24;0;234;0;2;2;4;0
38215;12;12;48;1;311;0;3;1;6;3
3129;2;15;43;1;227;0;3;1;4;2
16279;17;21;15;1;174;0;3;1;0;0
33678;7;4;54;1;300;0;3;1;0;0
3968;3;10;3;1;202;0;3;0;0;1
47526;24;15;40;1;243;0;3;2;1;0
42933;18;13;15;2;348;0;1;1;5;0
336;0;6;50;1;330;0;3;2;5;0
27340;0;23;24;1;262;0;3;2;0;0
18931;21;10;52;0;289;0;2;1;5;1
48205;25;10;38;1;236;0;3;1;5;0
8112;7;22;51;0;102;0;2;1;5;1
32369;5;20;52;1;82;0;3;2;6;3
2985;2;12;11;1;79;0;3;1;4;1
10878;11;0;56;2;511;1;1;1;2;0
15916;17;10;49;0;228;0;2;1;0;3
11669;12;4;8;1;112;0;3;1;3;1
20862;23;20;13;1;212;1;3;1;4;2
19942;22;16;7;1;148;1;3;1;6;0
11001;11;4;32;2;182;0;1;0;2;0
37588;11;21;3;2;408;0;1;2;5;2
29437;3;2;41;1;331;0;3;1;1;1
46618;23;9;43;1;122;0;3;1;3;0
19800;22;12;4;1;295;0;3;1;6;1
12100;12;21;24;0;82;0;2;0;3;0
9018;8;22;40;0;115;0;2;0;6;0
29872;3;12;2;1;154;0;3;1;1;2
7243;7;2;42;1;202;0;3;1;5;0
14079;15;3;40;0;331;0;2;1;6;3
20866;23;20;20;2;106;0;1;1;4;0
48898;26;5;33;1;199;1;3;1;6;3
11874;12;11;42;1;72;0;3;2;3;1
48433;25;16;41;1;46;1;3;2;5;1
25805;30;9;41;0;122;0;2;0;4;1
8263;8;2;46;1;222;1;3;1;6;1
18678;21;3;55;1;104;1;3;1;5;1
6855;6;17;36;2;276;0;1;0;1;0
8597;8;11;28;1;227;0;3;2;6;0
46334;22;22;10;0;307;1;2;1;2;0
6901;6;18;30;0;271;0;2;2;1;0
29932;3;13;17;1;218;0;3;0;1;1
23963;28;4;54;1;32;0;3;1;5;0
9949;9;23;8;2;59;0;1;0;4;2
16436;18;3;1;3;266;0;0;1;2;0
1445;1;4;12;2;143;0;1;2;6;0
45291;21;11;43;1;191;1;3;1;0;0
14821;16;0;15;0;186;0;2;2;4;1
1695;1;9;27;2;135;0;1;1;6;3
43852;19;16;14;1;190;0;3;1;6;0
17958;20;7;54;1;306;0;3;1;1;0
22523;26;5;57;0;217;0;2;0;3;0
20789;23;17;55;1;396;0;3;2;4;0
1630;1;8;0;1;135;1;3;0;6;1
33037;6;12;41;1;84;0;3;1;4;0
1881;1;13;18;1;223;1;3;1;6;0
14523;15;16;25;1;223;0;3;1;6;0
13900;14;22;13;1;299;0;3;0;5;1
37842;12;3;13;1;125;1;3;2;6;1
5509;5;2;37;1;260;0;3;2;3;1
49477;26;22;52;1;235;0;3;1;6;0
2032;1;16;33;1;203;0;3;0;6;0
27500;1;2;57;1;39;0;3;2;2;5
34700;8;9;38;1;31;1;3;1;2;0
35303;9;5;28;1;153;1;3;1;3;0
43837;19;15;52;1;177;0;3;2;6;0
32954;6;10;40;1;359;0;3;1;4;2
44739;20;17;20;1;394;1;3;1;4;1
5558;5;4;38;1;66;1;3;2;3;1
11151;11;8;53;3;447;1;0;0;2;0
23569;27;17;49;1;171;0;3;1;1;0
20527;23;9;30;1;19;1;3;1;4;5
47176;24;5;57;2;179;0;1;1;1;0
48995;26;8;40;0;171;0;2;2;6;0
6587;6;10;44;1;241;1;3;0;1;0
17618;19;21;37;1;334;0;3;1;3;0
36683;10;22;6;0;84;0;2;1;1;0
446;0;8;46;1;254;0;3;1;5;0
14536;15;16;44;1;31;0;3;1;6;0
14031;15;2;6;2;184;1;1;1;6;0
39892;14;14;36;1;267;0;3;1;0;0
28378;1;23;2;1;439;0;3;1;2;0
31379;4;21;29;1;133;0;3;1;5;1
20519;23;9;23;2;191;0;1;1;4;0
35208;9;1;58;1;158;0;3;1;3;0
35871;10;1;51;0;142;0;2;1;1;0
43856;19;16;23;3;144;0;0;1;6;0
40460;15;7;48;1;214;0;3;1;2;1
21158;24;4;32;2;179;0;1;0;0;0
38862;13;6;33;0;204;0;2;2;4;3
9486;9;11;4;1;158;0;3;0;4;0
21902;25;7;10;0;152;0;2;1;2;0
47683;24;20;31;1;126;0;3;2;1;0
28018;1;15;14;0;260;0;2;1;2;0
33455;6;23;25;0;191;1;2;1;4;2
5208;4;18;5;1;350;1;3;1;2;0
46173;22;17;19;1;184;1;3;1;2;0
41185;16;8;51;1;207;0;3;1;3;0
10345;10;9;4;1;98;0;3;1;0;5
30134;3;17;33;2;350;0;1;1;1;1
37688;11;23;37;2;269;0;1;1;5;0
48671;25;23;8;1;281;0;3;1;5;3
25566;30;3;3;0;61;0;2;2;4;1
46160;22;16;50;3;220;0;0;2;2;0
19520;22;4;18;2;152;0;1;0;6;0
38230;12;13;7;1;120;1;3;2;6;1
14139;15;5;31;0;208;1;2;2;6;1
19567;22;5;43;0;185;0;2;2;6;0
23906;28;3;30;0;99;1;2;2;5;1
22765;26;15;58;1;73;1;3;0;3;0
19583;22;6;4;1;340;0;3;2;6;0
1447;1;4;15;2;176;1;1;1;6;1
34057;7;15;30;1;188;0;3;0;0;1
10692;10;19;55;1;331;1;3;1;0;3
23741;27;22;56;2;98;0;1;1;1;1
10335;10;8;51;1;468;0;3;2;0;2
49772;27;7;19;1;297;0;3;1;4;0
34779;8;12;2;1;262;1;3;2;2;0
45066;21;4;5;1;228;0;3;1;0;0
23926;28;4;5;1;64;1;3;1;5;1
44673;20;15;17;1;383;0;3;1;4;1
15830;17;7;49;1;135;0;3;1;0;1
15735;17;4;38;1;116;1;3;2;0;0
12158;12;23;28;2;232;0;1;1;3;0
18263;20;16;45;3;207;1;0;1;1;1
18814;21;7;19;0;350;1;2;1;5;2
12453;13;8;30;1;166;0;3;1;1;1
38847;13;6;9;3;180;0;0;1;4;2
38225;12;13;2;0;359;0;2;2;6;0
46255;22;20;9;2;163;0;1;1;2;0
11349;11;15;28;1;188;0;3;2;2;2
44825;20;20;14;2;389;0;1;1;4;0
4131;3;14;15;1;56;0;3;1;0;0
16351;18;0;0;1;229;0;3;1;2;0
17420;19;12;49;1;182;0;3;0;3;3
15408;16;17;4;3;131;0;0;2;4;0
45584;21;21;6;1;189;0;3;1;0;1
36902;11;3;35;2;335;0;1;1;5;1
17033;18;22;18;2;208;1;1;1;2;0
42043;17;12;1;3;343;1;0;1;1;0
33629;7;3;46;1;197;0;3;1;0;0
25479;30;0;9;1;179;0;3;1;4;0
24685;29;1;3;2;76;0;1;1;6;0
34710;8;10;7;2;195;0;1;1;2;0
10295;10;7;57;1;212;0;3;1;0;2
37099;11;8;31;1;271;0;3;0;5;1
25159;29;14;53;1;251;0;3;1;6;3
14119;15;4;58;1;188;0;3;1;6;1
48269;25;11;51;1;348;1;3;2;5;0
36738;10;23;17;1;259;0;3;2;1;0
46855;23;19;11;1;138;0;3;1;3;0
31647;5;3;45;1;84;0;3;0;6;0
2775;2;7;39;1;322;0;3;1;4;1
32101;5;14;20;2;296;0;1;0;6;0
4145;3;14;38;0;185;0;2;1;0;0
26899;0;13;39;1;119;0;3;1;0;2
48535;25;19;38;0;34;0;2;1;5;0
35179;9;1;6;0;117;0;2;1;3;1
17478;19;14;54;3;202;0;0;1;3;0
22449;26;3;6;3;296;0;0;2;3;0
34314;7;21;57;3;307;0;0;1;0;6
22418;26;1;56;0;353;0;2;2;3;0
45660;22;0;26;0;243;1;2;1;2;0
49884;27;11;1;1;247;1;3;2;4;0
6953;6;19;39;2;265;0;1;1;1;1
35903;10;2;39;1;140;0;3;0;1;1
13232;14;4;53;1;281;1;3;2;5;0
5750;5;10;34;1;342;1;3;1;3;2
14715;15;21;16;1;219;0;3;1;6;1
31085;4;15;3;0;99;0;2;2;5;0
3805;3;6;31;2;209;0;1;0;0;0
9076;9;0;17;3;154;0;0;0;4;0
27230;0;21;8;2;219;0;1;0;0;0
45387;21;14;38;1;15;0;3;1;0;1
15160;16;9;55;2;319;1;1;0;4;0
39542;14;3;41;0;132;0;2;0;0;0
16848;18;16;44;2;275;1;1;2;2;0
42788;18;9;10;3;27;0;0;1;5;0
28850;2;11;53;2;207;0;1;1;3;2
29768;3;9;48;1;94;0;3;0;1;0
3327;2;19;31;1;26;0;3;1;4;0
22615;26;9;43;2;6;0;1;2;3;0
40150;14;21;20;1;322;0;3;1;0;2
1262;1;0;6;0;76;0;2;1;6;0
25530;30;2;1;0;73;0;2;1;4;0
23596;27;18;47;3;179;0;0;0;1;1
17359;19;10;25;1;111;1;3;2;3;4
18950;21;11;20;2;187;0;1;0;5;1
22250;25;20;2;0;184;1;2;1;2;2
13117;14;2;3;2;175;0;1;1;5;3
25517;30;1;18;1;341;0;3;1;4;1
39350;13;21;40;1;267;0;3;2;4;1
50034;27;14;56;1;256;1;3;2;4;0
21119;24;3;22;3;230;1;0;1;0;0
32464;5;22;57;2;68;0;1;1;6;1
5021;4;12;37;0;209;0;2;1;2;2
23513;27;15;50;1;81;0;3;1;1;0
23559;27;17;25;0;156;0;2;1;1;0
14995;16;4;53;1;220;0;3;2;4;0
11413;11;17;52;1;218;0;3;0;2;0
22439;26;2;37;1;255;0;3;2;3;1
49183;26;14;4;0;419;1;2;1;6;4
42570;18;3;6;0;257;0;2;1;5;0
46283;22;20;50;1;347;0;3;2;2;0
19173;21;18;16;1;321;0;3;1;5;0
25520;30;1;25;3;46;0;0;0;4;1
25380;29;21;18;2;73;0;1;1;6;1
19404;22;0;32;1;137;1;3;1;6;0
36876;11;2;55;3;243;0;0;1;5;2
5213;4;18;11;1;431;0;3;1;2;1
3255;2;18;12;2;350;0;1;1;4;1
40091;14;19;51;1;53;0;3;2;0;0
2690;2;5;54;1;455;0;3;2;4;1
4627;4;1;54;1;203;0;3;1;2;0
46807;23;17;9;2;78;1;1;1;3;4
34087;7;16;11;1;250;1;3;1;0;2
46964;24;0;1;2;193;0;1;0;1;0
37930;12;5;32;1;116;1;3;0;6;4
7226;7;2;1;1;248;0;3;2;5;4
8566;8;10;38;1;28;0;3;0;6;1
12192;13;0;40;1;275;0;3;1;1;4
17519;19;17;12;2;279;0;1;2;3;0
4529;3;23;24;1;216;0;3;1;0;1
44435;20;8;21;0;271;0;2;1;4;1
21133;24;3;52;1;121;1;3;2;0;0
45148;21;7;1;0;6;0;2;1;0;0
23470;27;14;45;1;97;0;3;1;1;0
9941;9;22;49;0;132;0;2;1;4;0
45421;21;15;47;3;201;0;0;0;0;0
18062;20;10;30;2;214;1;1;1;1;2
39104;13;14;10;0;296;0;2;0;4;0
6982;6;20;18;0;214;1;2;1;1;3
46775;23;15;56;3;78;0;0;0;3;0
10066;10;1;50;1;314;0;3;1;0;0
917;0;17;25;1;91;0;3;0;5;2
18889;21;9;25;0;238;0;2;2;5;1
29877;3;12;11;2;311;0;1;1;1;0
13288;14;6;14;2;325;0;1;2;5;1
19288;21;21;1;1;170;0;3;1;5;1
49267;26;16;32;2;227;0;1;1;6;0
570;0;10;52;0;232;0;2;1;5;0
36182;10;9;49;1;90;1;3;1;1;0
36484;10;17;0;2;146;1;1;1;1;0
25515;30;1;16;1;451;1;3;0;4;0
7031;6;21;11;0;56;0;2;1;1;2
39605;14;5;32;1;222;1;3;0;0;0
19610;22;6;54;0;111;0;2;2;6;0
46083;22;14;27;1;388;0;3;0;2;0
28554;2;3;59;1;291;1;3;1;3;0
14026;15;1;59;1;124;0;3;1;6;2
25613;30;4;18;2;304;0;1;2;4;2
14232;15;8;25;0;216;1;2;0;6;1
24229;28;12;41;0;145;0;2;1;5;0
2217;1;20;20;1;208;0;3;1;6;1
5232;4;18;43;0;199;0;2;1;2;0
30453;4;1;15;2;124;1;1;1;5;4
45938;22;9;44;1;22;0;3;1;2;0
30257;3;20;27;2;230;0;1;1;1;0
35595;9;16;41;1;170;0;3;2;3;1
22164;25;16;42;2;162;0;1;1;2;0
44594;20;12;50;1;224;0;3;1;4;0
4996;4;11;57;0;92;0;2;1;2;0
3262;2;18;19;0;23;0;2;0;4;0
6838;6;17;10;1;41;0;3;1;1;0
5741;5;10;18;1;203;0;3;1;3;0
33418;6;22;31;1;413;0;3;0;4;1
22423;26;2;3;1;125;1;3;2;3;2
11094;11;7;7;2;271;0;1;1;2;1
18642;21;2;48;1;254;0;3;1;5;0
38163;12;11;18;1;178;0;3;1;6;0
39850;14;13;30;2;186;1;1;0;0;1
47313;24;9;34;2;318;0;1;1;1;1
36289;10;12;12;1;272;1;3;1;1;0
10922;11;2;21;2;132;0;1;2;2;2
46909;23;21;38;0;350;0;2;2;3;1
4478;3;22;23;1;129;0;3;2;0;0
5660;5;7;53;1;211;0;3;2;3;0
9788;9;19;15;1;191;1;3;1;4;0
32835;6;7;46;1;100;0;3;1;4;0
10776;10;22;4;1;236;1;3;2;0;0
30857;4;9;56;1;169;0;3;2;5;1
27772;1;9;54;1;309;0;3;1;2;3
32596;6;2;0;1;370;0;3;1;4;0
21188;24;5;28;1;33;0;3;2;0;1
45446;21;16;33;2;117;0;1;1;0;0
23993;28;5;56;3;28;0;0;2;5;0
17642;19;22;58;0;149;0;2;2;3;1
36607;10;20;9;0;114;0;2;2;1;1
30926;4;11;31;1;150;0;3;0;5;0
17375;19;10;54;1;246;1;3;1;3;0
41073;16;3;57;1;282;0;3;1;3;1
33687;7;5;2;1;0;0;3;0;0;1
43469;19;5;14;0;156;0;2;1;6;2
32933;6;10;8;3;114;1;0;1;4;1
45331;21;13;3;2;337;0;1;1;0;0
6644;6;12;20;1;333;0;3;1;1;0
29179;2;20;2;0;114;0;2;1;3;0
14334;15;10;50;1;228;1;3;1;6;0
14282;15;9;27;1;177;1;3;1;6;3
25525;30;1;36;1;130;0;3;0;4;1
4594;4;1;1;1;285;0;3;0;2;1
10698;10;20;3;1;335;0;3;1;0;0
35618;9;17;21;3;140;1;0;2;3;0
19212;21;19;23;0;292;1;2;0;5;1
28302;1;21;32;0;330;0;2;1;2;1
49464;26;22;24;2;185;1;1;2;6;0
37228;11;12;11;2;244;0;1;1;5;0
27081;0;17;43;1;273;0;3;1;0;5
14908;16;2;46;1;125;0;3;1;4;0
39391;13;22;48;1;262;1;3;1;4;2
9306;9;6;37;1;262;0;3;1;4;0
33724;7;5;44;1;79;0;3;1;0;0
41258;16;12;2;3;238;0;0;2;3;0
9867;9;21;5;1;290;0;3;1;4;1
27923;1;13;29;0;88;0;2;1;2;0
49990;27;13;43;0;321;0;2;1;4;1
35503;9;13;16;1;148;1;3;1;3;0
38437;12;18;35;0;65;0;2;1;6;0
44799;20;19;29;2;293;0;1;1;4;0
21372;24;11;45;0;170;0;2;2;0;0
2378;1;23;27;1;155;1;3;1;6;4
15623;17;0;42;1;38;1;3;0;0;1
32001;5;12;15;1;112;0;3;1;6;0
28901;2;13;4;0;285;1;2;2;3;1
36940;11;4;29;0;95;0;2;1;5;1
12391;13;6;41;1;250;0;3;2;1;0
12742;13;16;32;1;282;0;3;2;1;1
24476;28;19;6;0;59;0;2;0;5;0
32510;5;23;53;3;161;1;0;2;6;0
16103;17;16;17;1;188;0;3;2;0;1
45458;21;16;51;1;378;0;3;2;0;1
365;0;7;22;1;257;1;3;2;5;2
2103;1;18;0;2;266;0;1;0;6;0
20143;22;21;36;1;143;0;3;1;6;2
33457;6;23;31;1;60;0;3;0;4;0
35959;10;4;14;0;221;0;2;1;1;2
19259;21;20;22;0;171;0;2;1;5;1
42500;18;0;54;1;159;0;3;0;5;4
5710;5;9;24;1;225;0;3;2;3;0
16034;17;14;10;0;92;1;2;1;0;1
25183;29;15;41;0;167;0;2;0;6;1
20884;23;20;44;1;286;0;3;2;4;0
15228;16;11;59;0;344;0;2;1;4;0
1093;0;20;52;1;77;0;3;2;5;0
39486;14;1;44;0;317;1;2;1;0;0
50141;27;18;6;1;343;0;3;2;4;1
25344;29;20;21;1;197;0;3;1;6;0
29063;2;17;8;1;84;0;3;1;3;1
15899;17;10;26;0;246;0;2;1;0;0
16544;18;6;30;0;41;0;2;1;2;1
203;0;4;3;1;373;0;3;1;5;0
22867;26;20;29;1;234;0;3;2;3;1
20324;23;3;21;0;243;0;2;0;4;0
50161;27;18;54;1;171;0;3;1;4;0
37701;11;23;51;1;391;1;3;1;5;0
10006;10;0;20;1;13;0;3;1;0;5
24031;28;7;7;0;245;0;2;2;5;1
43395;19;3;6;3;224;0;0;2;6;1
33998;7;13;23;2;364;0;1;1;0;0
7957;7;19;11;2;426;0;1;1;5;1
27526;1;3;32;1;221;0;3;2;2;1
49175;26;13;52;1;108;0;3;1;6;1
44948;21;0;16;1;322;0;3;1;0;0
37019;11;6;16;2;183;0;1;1;5;0
22495;26;4;22;2;181;1;1;1;3;1
31709;5;5;20;1;260;0;3;2;6;1
13440;14;10;0;1;332;0;3;1;5;2
22588;26;8;35;2;278;0;1;1;3;0
27869;1;12;18;3;216;0;0;2;2;5
12226;13;1;42;2;279;0;1;1;1;0
37102;11;8;35;2;236;0;1;1;5;2
10744;10;20;59;1;59;0;3;2;0;1
28453;2;1;13;1;100;0;3;1;3;3
16767;18;13;51;1;34;1;3;1;2;0
31455;4;23;30;1;258;0;3;1;5;0
7485;7;8;22;1;74;0;3;1;5;0
4886;4;8;46;1;252;1;3;1;2;2
33625;7;3;36;2;106;0;1;1;0;0
6539;6;9;45;0;210;0;2;1;1;0
18945;21;11;8;2;327;1;1;0;5;1
27216;0;20;49;1;213;0;3;2;0;0
21839;25;4;46;2;171;0;1;1;2;0
36046;10;6;30;0;36;0;2;1;1;1
43307;19;0;47;2;167;0;1;1;6;0
41609;17;0;12;0;123;0;2;1;1;0
6859;6;17;47;0;18;1;2;2;1;0
10973;11;3;50;1;216;1;3;0;2;0
1629;1;8;0;1;135;1;3;0;6;0
10625;10;17;53;1;198;0;3;2;0;0
33722;7;5;40;1;39;0;3;1;0;1
40172;14;21;55;2;179;1;1;1;0;2
38712;13;2;34;0;29;1;2;2;4;0
16999;18;21;18;1;201;0;3;1;2;1
32821;6;7;31;0;140;0;2;2;4;0
39178;13;16;37;0;197;1;2;1;4;0
36284;10;12;3;1;18;0;3;2;1;1
19275;21;20;44;0;239;0;2;1;5;0
49338;26;18;48;0;129;0;2;0;6;0
22260;25;20;28;1;49;0;3;1;2;0
44516;20;10;49;0;101;0;2;0;4;0
489;0;9;33;1;164;0;3;0;5;1
15935;17;11;24;1;67;0;3;2;0;1
47823;25;0;18;0;192;0;2;1;5;2
17374;19;10;53;2;298;0;1;0;3;0
49906;27;11;34;1;148;0;3;1;4;1
47370;24;11;10;0;22;0;2;1;1;1
46459;23;2;26;3;250;1;0;2;3;0
11705;12;5;43;1;178;1;3;1;3;0
35740;9;21;55;1;187;0;3;2;3;0
34693;8;9;23;2;183;0;1;1;2;0
35710;9;20;33;1;106;0;3;0;3;0
35931;10;3;28;1;289;0;3;1;1;0
21062;24;1;37;1;61;1;3;0;0;2
35386;9;8;41;1;200;0;3;2;3;0
19996;22;17;41;1;152;0;3;2;6;1
41003;16;1;48;0;130;0;2;1;3;0
24255;28;13;28;2;166;0;1;1;5;0
44386;20;6;42;1;268;1;3;0;4;4
20176;22;22;39;1;373;1;3;1;6;1
11763;12;7;17;3;311;0;0;0;3;0
11577;12;0;23;1;267;0;3;1;3;0
35622;9;17;27;1;111;0;3;0;3;3
32172;5;16;14;2;182;0;1;0;6;1
3439;2;21;43;1;156;0;3;1;4;1
34660;8;8;26;2;201;1;1;2;2;0
16633;18;9;27;0;255;0;2;0;2;1
